name_linkedin,title,company,person_location,linkedin_url,source_linkedin,full_name_normalized,name_pubmed,paper_title,publication_year,source_pubmed,company_industry,company_size,company_hq_location,company_website,company_enriched,funding_stage,last_funding_year,is_funded,person_country,company_hq_country,location_type,location_enriched,business_email,phone_number,email_domain,contact_enriched
,,,,,,nicola coppola,Nicola Coppola,Impact of HDV infection on post-transplant outcomes in patients transplanted for HBV-related liver disease: results from a multicenter cohort study in Southern Italy.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,nicolaus schwerk,Nicolaus Schwerk,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,nicole hanley,Nicole Hanley,Automated Assessment of Retinal Vascular Integrity Across Species.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,nidal a qinna,Nidal A Qinna,Effect of single binge alcohol consumption on alcohol-naïve and -exposed drinking mouse models.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,nidhal ben khedher,Nidhal Ben Khedher,A scenario based analysis of bidirectional electric vehicle-building integration for energy optimization and carbon emission reduction.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,nikolaus marx,Nikolaus Marx,Prediabetes remission and cardiovascular morbidity and mortality: post-hoc analyses from the Diabetes Prevention Program Outcome study and the DaQing Diabetes Prevention Outcome study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,nilan nandish,Nilan Nandish,Accuracy of Foundation Artificial Intelligence Models for Hepatic Macrovesicular Steatosis Quantification in Frozen Sections.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,nirmala bhoo-pathy,Nirmala Bhoo-Pathy,"Hematologic Malignancies Among Adults in Southeast Asia: Incidence, Mortality, and Regional Contexts.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,nishwant swami,Nishwant Swami,"Hematologic Malignancies Among Adults in Southeast Asia: Incidence, Mortality, and Regional Contexts.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,norbert stefan,Norbert Stefan,Prediabetes remission and cardiovascular morbidity and mortality: post-hoc analyses from the Diabetes Prevention Program Outcome study and the DaQing Diabetes Prevention Outcome study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,nyla bent,Nyla Bent,"EXPRESS: Primary Portal Vein Hypoplasia in Cats: Clinical Findings, Diagnosis, and Outcomes in Five Cases.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,oliver m crook,Oliver M Crook,Semi-supervised Bayesian integration of multiple spatial proteomics datasets.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,omar allam,Omar Allam,Utilizing Machine Learning to Predict Perioperative Blood Transfusion in Pediatric Craniosynostosis Patients Undergoing Cranial Vault Remodeling.,,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,p nozière,P Nozière,Replacing hexane with 2-methyloxolane for defatting soybean meal fed to dairy cows: Effects on ruminal and milk fatty acid profiles and health indicators.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,pamela mouser,Pamela Mouser,"EXPRESS: Primary Portal Vein Hypoplasia in Cats: Clinical Findings, Diagnosis, and Outcomes in Five Cases.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,pan zhou,Pan Zhou,The ameliorative effects of fermented Chinese herbal medicine on growth inhibition and liver damage induced by manganese exposure in largemouth bass (Micropterus salmoides).,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,paola pepe,Paola Pepe,Detection of Echinococcus granulosus sensu lato microRNAs in cystic echinococcosis patients: An exploratory study using quantitative PCR and digital PCR.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,partha das,Partha Das,Arsenic-induced oxidative damages and toxicity in young goats: potential mitigation with vitamin E and phytogenic feed additives.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,patrizia carrieri,Patrizia Carrieri,Best buys for metabolic dysfunction-associated steatotic liver disease and metabolic dysfunction-associated steatohepatitis: a global Delphi study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,patty ewing,Patty Ewing,"EXPRESS: Primary Portal Vein Hypoplasia in Cats: Clinical Findings, Diagnosis, and Outcomes in Five Cases.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,paul a storrs,Paul A Storrs,Clinical practice guidelines for the management of basal cell carcinoma in Gorlin syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,paul d w kirk,Paul D W Kirk,Semi-supervised Bayesian integration of multiple spatial proteomics datasets.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,paul n brennan,Paul N Brennan,Best buys for metabolic dysfunction-associated steatotic liver disease and metabolic dysfunction-associated steatohepatitis: a global Delphi study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,paul rosen,Paul Rosen,Hepatic Manifestations in Systemic Juvenile Idiopathic Arthritis and Macrophage Activation Syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,paul serrato,Paul Serrato,Utilizing Machine Learning to Predict Perioperative Blood Transfusion in Pediatric Craniosynostosis Patients Undergoing Cranial Vault Remodeling.,,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,peikui yang,Peikui Yang,The application of RPA-PfAgo technology combined with multidimensional data analysis in the rapid detection of the MTHFR A1298C polymorphism.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,peisheng he,Peisheng He,Geno-pheno characterization of crop rhizospheres: an integrated Raman spectroscopy and microbiome approach in conventional and organic agriculture.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,peng liu,Peng Liu,STICformer: spatio-temporal intrinsic connections transformer for traffic flow prediction.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,peter d arkwright,Peter D Arkwright,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,peter d westenskow,Peter D Westenskow,Automated Assessment of Retinal Vascular Integrity Across Species.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,peter g gibson,Peter G Gibson,The Global Airways in Practice: Long-term Effects of Mepolizumab With or Without FESS on Type 2 Inflammation in Patients With CRSwNP.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,peter hotez,Peter Hotez,mRNA vaccines encoding variant forms of Sm-TSP-2 confer protective immunity against Schistosoma mansoni.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,peter j skrdla,Peter J Skrdla,Probing the Meaning of the Constant ,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,peter m barrett,Peter M Barrett,"""You just forget about preeclampsia and move on"" -awareness of chronic disease risks and follow-up preferences after preeclampsia in Ireland: a national qualitative study.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,philip t loverde,Philip T LoVerde,mRNA vaccines encoding variant forms of Sm-TSP-2 confer protective immunity against Schistosoma mansoni.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,pierre-etienne gabriel,Pierre-Etienne Gabriel,A systematic review of gene-mediated therapy in BCG-unresponsive NMIBC: emerging evidence and future perspectives.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,ping feng,Ping Feng,Tertiary lymphoid structure-related RNA indicator as metastasis risk factor in nasopharyngeal carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,ping-jui tsai,Ping-Jui Tsai,Pararectus vs. lateral window approach in AO B2.2 pelvic fractures: impact on short-term functional outcomes.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,pinyan zhang,Pinyan Zhang,Jujuboside A ameliorates glomerular podocytes lipotoxicity in diabetic mice by YY1-mediated promotion of intracellular cholesterol transport and efflux.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,poornima aiswarya munagala,Poornima Aiswarya Munagala,The Concept of Anatomical Analogy Between the Liver and the Pancreas.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,pranav mandyam,Pranav Mandyam,mRNA vaccines encoding variant forms of Sm-TSP-2 confer protective immunity against Schistosoma mansoni.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,priya jaisinghani,Priya Jaisinghani,Best buys for metabolic dysfunction-associated steatotic liver disease and metabolic dysfunction-associated steatohepatitis: a global Delphi study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,qasem abdallah,Qasem Abdallah,Effect of single binge alcohol consumption on alcohol-naïve and -exposed drinking mouse models.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,qi chen,Qi Chen,A cholesterol-responsive hepatic tRNA-derived small RNA regulates cholesterol homeostasis and atherosclerosis development.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,qi ruan,Qi Ruan,An α-specific PI3K inhibitor improves chemotherapy efficacy by inhibiting hepatic stellate cell activation in liver cancer.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,qian lu,Qian Lu,Jujuboside A ameliorates glomerular podocytes lipotoxicity in diabetic mice by YY1-mediated promotion of intracellular cholesterol transport and efflux.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,qiang ma,Qiang Ma,Sterile Inflammation in Mouse Lung Driven by Lipid Mediator Pathways Following MWCNT Exposure.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,qicheng zhang,Qicheng Zhang,Drp1 Interaction with BIP Maintains Mitochondrial Dynamic Equilibrium to Promote Anoikis Resistance and Metastasis in Nasopharyngeal Carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,qinghua liu,Qinghua Liu,Multi-Omics and Integrative Analytics in Natural Products Discovery.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,qiuhong gong,Qiuhong Gong,Prediabetes remission and cardiovascular morbidity and mortality: post-hoc analyses from the Diabetes Prevention Program Outcome study and the DaQing Diabetes Prevention Outcome study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,qiuhong wu,Qiuhong Wu,The ameliorative effects of fermented Chinese herbal medicine on growth inhibition and liver damage induced by manganese exposure in largemouth bass (Micropterus salmoides).,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,quanjun du,Quanjun Du,Organ-specific delivery of an mRNA-encoded bispecific T cell engager targeting glypican-3 in hepatocellular carcinoma.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,raffaele manna,Raffaele Manna,Insights from a novel monogenic autoinflammatory disease: overview of a multicentric European cohort of 38 patients with COPA syndrome.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,raha jaberi,Raha Jaberi,Comparative incidence of peripheral neuropathy associated with taxane chemotherapy in patients with breast cancer: A network meta-analysis.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,raheem h kazmi,Raheem H Kazmi,Efficacy and Emerging Role of Erector Spinae Plane Block for Pain Management during Labor.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,rahib k islam,Rahib K Islam,"Periosteal Osteosarcoma: Emerging Clinical Concepts, Evolving Treatment Options: A Narrative Review.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,raimund kottke,Raimund Kottke,"Serial cerebral magnetic resonance imaging before and after birth in patients with complex congenital heart disease - a prospective, multicentre observational study.",2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,rakesh adhikari,Rakesh Adhikari,mRNA vaccines encoding variant forms of Sm-TSP-2 confer protective immunity against Schistosoma mansoni.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,ramiz shaheed,Ramiz Shaheed,mRNA vaccines encoding variant forms of Sm-TSP-2 confer protective immunity against Schistosoma mansoni.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,ramon c sun,Ramon C Sun,Spatial Molecular Imaging of the Glycome Using Mass Spectrometry.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,ramya melepattu valappil kuttappan,Ramya Melepattu Valappil Kuttappan,Protective effect of antioxidant triterpenes of ,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,rashmi tondon,Rashmi Tondon,Accuracy of Foundation Artificial Intelligence Models for Hepatic Macrovesicular Steatosis Quantification in Frozen Sections.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,raúl santiago aceves-enríquez,Raúl Santiago Aceves-Enríquez,Liposomal nanomedicine in Cancer therapy: advances in drug delivery.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,rebecca hernandez,Rebecca Hernandez,A cholesterol-responsive hepatic tRNA-derived small RNA regulates cholesterol homeostasis and atherosclerosis development.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,reece c larson,Reece C Larson,Spatial Molecular Imaging of the Glycome Using Mass Spectrometry.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,reghunathan muthuswamy,Reghunathan Muthuswamy,Protective effect of antioxidant triterpenes of ,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,reham h mohyeldin,Reham H Mohyeldin,Apremilast ameliorates methotrexate-induced renal injury in rats: role of TLR4/NF-κB/P38 MAPK/caspase-3 and Nrf2/HO-1 signaling pathways.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,reiner jumpertz-von schwartzenberg,Reiner Jumpertz-von Schwartzenberg,Prediabetes remission and cardiovascular morbidity and mortality: post-hoc analyses from the Diabetes Prevention Program Outcome study and the DaQing Diabetes Prevention Outcome study.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,remon roshdy rofaeil,Remon Roshdy Rofaeil,Apremilast ameliorates methotrexate-induced renal injury in rats: role of TLR4/NF-κB/P38 MAPK/caspase-3 and Nrf2/HO-1 signaling pathways.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
,,,,,,riley nett,Riley Nett,Persistent Impact of In Utero Nanoparticle Exposure on Metabolic and Endocrine Outcomes in Adult Rats Fed a High-Fat Diet.,2025.0,PubMed,biotech/pharma,unknown,,,True,unknown,,False,,,unknown,True,,,,False
